FECHA_CORTE;ANIO;COD_PRED;AREA_TERRENO;AREA_CONSTRUIDA;AREA_COMUN;PORCENTAJE_PROPIEDAD;BASE_IMPONIBLE;ESTADO_PREDIO;USO_PREDIO;CONDICION_PROPIEDAD;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO
20240920;2024;2e091b90dc1b5d518471980ba3457735bcd6958961f844a70799c4d910985094;6.42;8.6;0;100;10,564.95;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;b66015e45516af02ede8d55a7266d4d1afaddc171692f0fc2ec7661889e0a1ed;6.38;9.03;0;100;8,462.50;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;cf57cb6d60f470206a28ae851250ba1ad81a87200cc74af29a4ac7e86624736f;81.76;116;0;50;77,199.20;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;3ae6a71b26868ce17fdb4729e858328a323c1901133c36dce3db4480ceb632d1;4.6;4.6;0;100;6,813.57;TERMINADO                ;COMERCIO;SUCESIÓN INDIVISA;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;5698932b94fd430a516baa13b6963a1fb010bee5b9639ca8e36d5831cb878f75;67.7;104.82;0;50;94,346.00;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;379a7fab56b679dd852ddf0cee003454340eb6db041a47fc3b9b9127350a26ad;2.48;6.05;0;100;7,051.18;TERMINADO                ;COMERCIO;SOCIEDAD CONYUGAL;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;ebd61219103fa08dece400a725b0128579b8ebee95572d5fdd9c134482a3d7f6;4.96;4.96;0;100;7,346.81;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;207b35a8b36516f7930392b010b5e0f6c35846d946aca19631102f6a53985df8;135;755;0;100;655,869.09;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;be3bff50cb48fd444ecef56ee4c0d50eb84e51a22436403bef5598e7100e17f0;2.98;12;0;100;8,301.20;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;1498fefc257a4ebfb84fc19f80cd8526afa1ffc269129779737fc58d510809cd;7.45;12;0;100;16,281.12;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;5698932b94fd430a516baa13b6963a1fb010bee5b9639ca8e36d5831cb878f75;67.7;104.82;0;50;94,346.00;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;65769b49d5dddff6f3808b6c36d2b568009282c77a98a334ebac54c3ff04d8eb;7.39;15.54;0;100;22,538.72;TERMINADO                ;COMERCIO;SOCIEDAD CONYUGAL;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;9b402e17f0049bcda1a000849e999ec40cfed3016a840b1b8200949cd7d739b8;6.83;8.89;0;50;10,392.95;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;2139c35ac53c288c2a99def1dcc19d6077c5b740d8d75ef73ab8badb629f687b;2.07;8.38;0;100;7,044.97;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;13c9c96bc6dc81a2088bc3c000e46ec1d64e39781f0095af58cfe8b380383a4e;58.14;64.19;0;100;59,756.95;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;4e7d198b9b36a34fbc8818b129f296519479558dd6611e3bca12a60af3f78f74;30.55;55.35;0;100;40,698.69;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;a58382fd736f0b313b41e87578a73027c49dfe44529ec212af5b2b03fd9a8eb5;23.64;42.84;0;100;31,494.00;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;fdb7e31ecc921128cbb947256f943fe829bb34813f886f3cea1df3155528f29a;16.51;43.94;0;100;31,983.81;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;ef4b92dc5a36d7debe609c26174e65a2f3a1e6ccf4067a6233b17bd23076c82b;23.04;71.45;0;100;49,958.02;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;e3146f57dcdaa1b038a17a18e58ea61d8054ba81bf9872f8d2953ecff3de506d;68.76;309.35;0;100;136,328.18;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;83537173f185c4573f97e1da5b125cf6e64d361c18ff879b189a15799506fd60;18.79;19.45;0;100;21,898.16;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;b891eaea730eb32421dd8c3d9ddcb761ad54e5109f3cd71502b6bf3536cac853;14;21.69;0;100;15,971.92;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;e9e3cfeffa695f9ea08dcb904497bcf967981d5822ee3f6444be32b937173268;0.19;7.9;0;100;6,112.20;TERMINADO                ;COMERCIO;SOCIEDAD CONYUGAL;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;9b89f8838dedb69cb6f1c794ac0a4e17fe0422deba58a72d2bdb5c16e9435ddf;0.34;14.03;0;100;11,331.28;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;bd6be58042dd79cfb2299794c8358b2b832b841aa57ee5bbf7f86df74ce3942e;8.94;28.66;0;10;47,433.82;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;d477de6033b0cdc79fecc4f6741c1475b93e473452548ff1c6647748d1e31ec4;5.59;9;0;100;12,649.20;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;137541f57d70556048817026bbab93045ef960acd5267f265e70ceea99be199a;5.59;9;0;100;12,649.20;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;7e1729059edcfccd9ebcaf4d1f767ca4be7b6b8a93949b844ffeacc625204b0e;7.07;161.6;0;100;176,791.91;TERMINADO                ;COMERCIO;SOCIEDAD CONYUGAL;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;73cf0b055084b20371a68687503ea62a68fe0dc7e4566961d2b88e6aa14fc007;6.62;13.91;0;100;20,186.11;TERMINADO                ;COMERCIO;SOCIEDAD CONYUGAL;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;0327792221d4acdb456c0ceba65761ec0491e9f9638e4f008eb21685171ab886;9.22;45.15;0;100;36,832.13;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;5b291d8e022858856767831a0ed45148969fa821ea8717ce0d1df30e5298603e;42.35;103.44;0;16.66;58,714.49;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;bd6be58042dd79cfb2299794c8358b2b832b841aa57ee5bbf7f86df74ce3942e;8.94;28.66;0;10;47,433.82;TERMINADO                ;COMERCIO;CONDOMINIO;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;e1981e4c3ad05a9d9f3ed21a0107cc573a38a1bb4d7f3c5fd42a77cf5c2a73e1;21.93;43.85;0;100;29,533.88;TERMINADO                ;COMERCIO;SUCESIÓN INDIVISA;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;9b18f1581da033c035d84fd1ac6c7b0465c73052eb828c7960dc9e0287959b37;57.4;63.03;0;100;103,242.28;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;1e6f6a25423454d265106ab7d3f785ace16951daad54b203739cb89f7c63343d;10.16;38.93;0;100;22,661.52;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;5e2b614e379cb305b6bd97deb2ffa2a2063396ba8dcac0a6b6a111b479febc8c;10.92;41.86;0;100;24,363.59;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;d6e99d4e636025f71e644a12341353bf269528680051770828557b880fba9a22;9.12;9.29;0;100;12,484.22;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;bb9cfe38cafdadbb6a862169d27e97659d983b3e3d199fb130a18ef84e93a841;4.97;8;0;100;11,242.71;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;1167c010dbf17552d2943fa5d5e4e957a432ff24e8779c7a9a135b5efb555d54;3.5;4.37;0;100;5,976.03;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;133630c6e5a942dff0c948cc0534ac04d48e8aecec8d38b68bc8a61c2b2fa9dd;48.47;58.95;0;100;76,506.13;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;cfd2686d4fddf433b4790c80cb4310e4ddbe70fdf2c9a41e2924439a64b47949;5.59;9;0;100;12,649.20;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;e17c98652b52403572e01dc42d731d8886f8eb307fe270d4a8177cda0f892236;15;70.05;0;100;59,398.38;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;e2f79961ad5ec010bb35f53a0b5803a916b87abe6354d5ef9610cb5a1315e32d;19.95;41.15;0;100;23,291.53;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;d31c27c08ebf6010d061681226f0fecaaeb96e987e32206ba44c63bbf3c94afb;487;2,929.52;0;100;3,115,406.78;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;2b3edfd728dc231fed91e3fe9ded6e2d9067cea521660fa9ed4a6d9a19b00382;241;241;0;100;383,409.31;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;cf04b0e570cc8aa1352e2f18173a3dff379376e905af22e8587c7a3a4c84ecde;410.52;1,401.99;0;100;717,486.01;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;41aa7ba15e5d754d57be75545b98b2d6c7e1cbaa76d67dcfbfcb4c7f9ca4e414;5.73;7.61;0;100;9,252.54;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
20240920;2024;8a0fdaac984b613117eaae6349af1e011f2f89edf2a4a4915037579f1460eab2;33.16;51.16;0;100;36,266.11;TERMINADO                ;COMERCIO;PROPIETARIO UNICO        ;LIMA;LIMA;JESUS MARIA;150113
